"start","stop","MGgene"
4190735,4191868,"thiH"
4191865,4192635,"thiG"
4192637,4192837,"thiS"
4192821,4193576,"thiF"
4193569,4194204,"thiE"
4194204,4196099,"thiC"
4196332,4196808,"rsd"
4196903,4197676,"nudC"
4197716,4198780,"hemE"
4198790,4199461,"nfi"
4199504,4200094,"yjaG"
4200281,4200553,"hupA"
4200566,4201261,"yjaH"
4201263,4201688,"zraP"
4201926,4203323,"zraS"
4203320,4204645,"zraR"
4204642,4205931,"purD"
4205943,4207532,"purH"
4208147,4209688,"rrsE"
4209774,4209849,"gltV"
4210043,4212946,"rrlE"
4213040,4213159,"rrfE"
4213234,4213617,"yjaA"
4213680,4214123,"yjaB"
4214280,4215209,"metA"
4215478,4217079,"aceB"
4217109,4218413,"aceA"
4218596,4220332,"aceK"
4220301,4222487,"arpA"
4222804,4223628,"iclR"
4223828,4227511,"metH"
4227731,4229362,"yjbB"
4229453,4230142,"pepE"
4230354,4231226,"rluF"
4231359,4231631,"yjbD"
4231884,4233233,"lysC"
4233758,4235407,"pgi"
4235906,4236148,"yjbE"
4236262,4236900,"yjbF"
4236897,4237634,"yjbG"
4237634,4239730,"yjbH"
4239777,4240055,"yjbT"
4240325,4240735,"psiE"
4240779,4242254,"xylE"
4242626,4243516,"malG"
4243531,4245075,"malF"
4245229,4246419,"malE"
4246784,4247899,"malK"
4247971,4249311,"lamB"
4249554,4250474,"malM"
4250703,4252283,"yjbI"
4252506,4253003,"ubiC"
4253016,4253888,"ubiA"
4254043,4256466,"plsB"
4256637,4257005,"dgkA"
4257115,4257723,"lexA"
4257742,4259121,"dinF"
4259237,4259446,"yjbJ"
4259488,4260003,"zur"
4260321,4260575,"yjbL"
4260599,4261306,"yjbM"
4261669,4262706,"dusA"
4262840,4263082,"pspG"
4263248,4264231,"qorA"
4264314,4265729,"dnaB"
4265782,4266861,"alr"
4267114,4268307,"tyrB"
4268809,4269012,"yjbS"
4269414,4270127,"aphA"
4270238,4270654,"yjbQ"
4270658,4271014,"yjbR"
4271049,4273871,"uvrA"
4274125,4274661,"ssb"
4274760,4275041,"yjcB"
4275471,4277057,"yjcC"
4277060,4277383,"soxS"
4277469,4277933,"soxR"
4277927,4278066,"ryjA"
4278479,4279828,"ghxP"
4279980,4281629,"yjcE"
4281783,4283075,"yjcF"
4283253,4284902,"actP"
4284899,4285213,"yjcH"
4285413,4287371,"acs"
4287764,4289200,"nrfA"
4289245,4289811,"nrfB"
4289808,4290479,"nrfC"
4290476,4291432,"nrfD"
4291512,4293170,"nrfE"
4293163,4293546,"nrfF"
4293543,4294139,"nrfG"
4294481,4295794,"gltP"
4296436,4297125,"yjcO"
4297219,4299366,"fdhF"
4299564,4301030,"mdtP"
4301027,4303078,"mdtO"
4303078,4304109,"mdtN"
4304128,4304403,"ytcA"
4304612,4306597,"yjcS"
4306870,4307799,"alsK"
4307783,4308478,"alsE"
4308489,4309469,"alsC"
4309448,4310980,"alsA"
4311107,4312042,"alsB"
4312101,4312991,"alsR"
4313350,4313799,"rpiB"
4313868,4314197,"yjdP"
4314344,4315102,"phnP"
4315104,4315538,"phnO"
4315525,4316082,"phnN"
4316082,4317218,"phnM"
4317215,4317895,"phnL"
4318006,4318764,"phnK"
4318761,4319606,"phnJ"
4319599,4320663,"phnI"
4320663,4321247,"phnH"
4321244,4321696,"phnG"
4321697,4322422,"phnF"
4322443,4323230,"phnE"
4323336,4324352,"phnD"
4324377,4325165,"phnC"
4325298,4325741,"yjdN"
4326399,4326734,"yjdM"
4327135,4329363,"crfC"
4329360,4330238,"yjcZ"
4330502,4332004,"proP"
4332116,4332205,"pmrR"
4332181,4333272,"basS"
4333282,4333950,"basR"
4333947,4335590,"eptA"
4335694,4337031,"adiC"
4337168,4337929,"adiY"
4338254,4340521,"adiA"
4340720,4341628,"melR"
4341911,4343266,"melA"
4343369,4344790,"melB"
4344929,4345558,"yjdF"
4345680,4347326,"fumB"
4347404,4348744,"dcuB"
4349315,4350034,"dcuR"
4350031,4351662,"dcuS"
4351843,4352073,"yjdI"
4352085,4352357,"yjdJ"
4352584,4352880,"ghoS"
4352908,4353081,"ghoT"
4353200,4354717,"lysU"
4354954,4356411,"dtpC"
4356470,4358617,"cadA"
4358697,4360031,"cadB"
4360396,4361934,"cadC"
4362191,4362353,"yjdQ"
4362551,4362626,"pheU"
4362733,4363308,"yjdC"
4363345,4365042,"dsbD"
4365018,4365356,"cutA"
4365472,4366773,"dcuA"
4366891,4368327,"aspA"
4368664,4369140,"fxsA"
4369156,4370412,"yjeH"
4370688,4370981,"groS"
4371025,4372671,"groL"
4372809,4373162,"yjeI"
4373365,4374234,"yjeJ"
4374629,4375657,"epmB"
4375699,4376265,"efp"
4376317,4376442,"ecnA"
4376553,4376699,"ecnB"
4376875,4377192,"sugE"
4377189,4377722,"blc"
4377811,4378944,"ampC"
4379007,4379366,"frdD"
4379377,4379772,"frdC"
4379783,4380517,"frdB"
4380510,4382318,"frdA"
4382643,4383620,"epmA"
4383839,4385341,"yjeM"
4385393,4385707,"yjeN"
4385704,4386018,"yjeO"
4386047,4389370,"mscM"
4389392,4390360,"psd"
4390457,4391509,"rsgA"
4391604,4392149,"orn"
4392360,4392435,"glyV"
4392472,4392547,"glyX"
4392583,4392658,"glyY"
4392892,4392945,"yjeV"
4392928,4394067,"queG"
4394066,4395613,"nnr"
4395585,4396046,"tsaE"
4396065,4397402,"amiB"
4397412,4399259,"mutL"
4399252,4400202,"miaA"
4400288,4400596,"hfq"
4400672,4401952,"hflX"
4402038,4403297,"hflK"
4403300,4404304,"hflC"
4404386,4404583,"yjeT"
4404687,4405985,"purA"
4406190,4406615,"nsrR"
4406654,4409095,"rnr"
4409275,4410006,"rlmB"
4410133,4410534,"yjfI"
4410553,4411251,"yjfJ"
4411302,4411961,"yjfK"
4411979,4412377,"yjfL"
4412387,4413025,"yjfM"
4413028,4414191,"yjfC"
4414275,4415900,"aidB"
4416017,4416292,"yjfN"
4416441,4416770,"bsmA"
4416952,4417701,"yjfP"
4417698,4418453,"ulaR"
4418561,4419625,"ulaG"
4419980,4421377,"ulaA"
4421393,4421698,"ulaB"
4421708,4422172,"ulaC"
4422186,4422836,"ulaD"
4422846,4423700,"ulaE"
4423700,4424386,"ulaF"
4424516,4424791,"yjfY"
4425118,4425513,"rpsF"
4425520,4425834,"priB"
4425839,4426066,"rpsR"
4426108,4426557,"rplI"
4426628,4427422,"yjfZ"
4427694,4428095,"ytfA"
4428079,4428717,"ytfB"
4428935,4429555,"fklB"
4429864,4431276,"cycA"
4431321,4431983,"ytfE"
4432091,4433056,"ytfF"
4433164,4434024,"qorB"
4434113,4434493,"ytfH"
4434622,4436565,"cpdB"
4436755,4437495,"cysQ"
4437707,4438645,"ytfI"
4438708,4439262,"ytfJ"
4439587,4439793,"ytfK"
4439872,4441215,"ytfL"
4441538,4442176,"msrA"
4442382,4444115,"tamA"
4444112,4447891,"tamB"
4447894,4448235,"ytfP"
4448447,4448698,"chpS"
4448692,4449042,"chpB"
4449122,4449652,"ppa"
4449962,4450918,"ytfQ"
4451058,4452560,"ytfR"
4452571,4453596,"ytfT"
4453583,4454578,"yjfF"
4454611,4455609,"fbp"
4455785,4457158,"mpl"
4457314,4457865,"yjgA"
4457959,4459311,"pmbA"
4459490,4459855,"cybC"
4459900,4460364,"nrdG"
4460522,4462660,"nrdD"
4463054,4464709,"treC"
4464759,4466180,"treB"
4466299,4467246,"treR"
4467431,4467484,"mgtL"
4467625,4470321,"mgtA"
4470527,4470913,"ridA"
4470986,4471447,"pyrI"
4471460,4472395,"pyrB"
4472399,4472533,"pyrL"
4472814,4473209,"yjgH"
4473340,4474053,"bdcA"
4474124,4474717,"bdcR"
4474862,4475314,"tabA"
4475437,4477251,"yjgL"
4477307,4478311,"argI"
4478473,4478889,"rraB"
4479034,4479537,"yjgM"
4479730,4480926,"yjgN"
4480982,4483837,"valS"
4483837,4484280,"holC"
4484440,4485951,"pepA"
4486218,4487318,"lptF"
4487318,4488400,"lptG"
4488561,4490063,"yjgR"
4490141,4491139,"idnR"
4491206,4492525,"idnT"
4492587,4493351,"idnO"
4493375,4494406,"idnD"
4494623,4495186,"idnK"
4495190,4496209,"ahr"
4496405,4496489,"leuX"
4496675,4497940,"intB"
4499593,4500791,"yjgX"
4501260,4501589,"yjgZ"
4502103,4503431,"insG"
4504058,4505275,"yjhB"
4505287,4506405,"yjhC"
4506448,4506573,"ythA"
4506626,4506856,"yjhD"
4506861,4507109,"yjhE"
4507197,4509793,"insO"
4508676,4508942,"insM"
4509804,4510133,"yjhV"
4510690,4511457,"fecE"
4511458,4512414,"fecD"
4512411,4513409,"fecC"
4513406,4514308,"fecB"
4514353,4516677,"fecA"
4516764,4517717,"fecR"
4517714,4518235,"fecI"
4519338,4520324,"yjhU"
4520671,4522020,"yjhF"
4522127,4524094,"yjhG"
4524105,4525010,"yjhH"
4525015,4525803,"yjhI"
4526106,4526888,"sgcR"
4526905,4527537,"sgcE"
4527549,4527980,"sgcA"
4527977,4528066,"ryjB"
4528111,4528917,"sgcQ"
4528930,4530243,"sgcC"
4530255,4530533,"sgcB"
4530530,4531651,"sgcX"
4532050,4532310,"yjhY"
4532437,4533183,"yjhP"
4533239,4533784,"yjhQ"
4533796,4534053,"yjhX"
4534430,4534675,"yjhZ"
4534791,4536031,"yjhR"
4536614,4537594,"nanS"
4537659,4538765,"nanM"
4538785,4539501,"nanC"
4540957,4541559,"fimB"
4542037,4542633,"fimE"
4543115,4543663,"fimA"
4543728,4544267,"fimI"
4544304,4545029,"fimC"
4545096,4547732,"fimD"
4547742,4548272,"fimF"
4548285,4548788,"fimG"
4548808,4549710,"fimH"
4549953,4551296,"gntP"
4551636,4552820,"uxuA"
4552901,4554361,"uxuB"
4554576,4555349,"uxuR"
4555490,4556320,"yjiC"
4556993,4557385,"iraD"
4557378,4558289,"hypT"
4558354,4559526,"iadA"
4559539,4560000,"yjiG"
4559997,4560680,"yjiH"
4560930,4561484,"kptA"
4561497,4562675,"yjiJ"
4562743,4563603,"yjiK"
4563922,4564689,"yjiL"
4564699,4565850,"yjiM"
4565966,4567246,"yjiN"
4567287,4568519,"mdtM"
4568998,4569918,"yjiP"
4570162,4571574,"yjiR"
4571751,4571915,"yjiS"
4572414,4573916,"yjiT"
4573919,4576855,"yjiV"
4576912,4577958,"mcrC"
4577958,4579337,"mcrB"
4579499,4579840,"symE"
4579835,4579911,"symR"
4580068,4581462,"hsdS"
4581459,4583048,"hsdM"
4583249,4586761,"hsdR"
4586949,4587863,"mrr"
4587909,4588865,"yjiA"
4588876,4589079,"yjiX"
4589129,4591279,"yjiY"
4591657,4593312,"tsr"
4593361,4594722,"lgoT"
4594937,4595851,"lgoR"
4595990,4597012,"lgoD"
4597150,4599441,"opgB"
4599695,4600189,"yjjA"
4600238,4600975,"dnaC"
4600978,4601517,"dnaT"
4601624,4602097,"yjjB"
4602088,4602858,"yjjP"
4603477,4604202,"yjjQ"
4604160,4604837,"bglJ"
4604875,4605663,"fhuF"
4605804,4606040,"yjjZ"
4606079,4606165,"leuV"
4606200,4606286,"leuP"
4606315,4606401,"leuQ"
4606669,4607700,"rsmC"
4607803,4608216,"holD"
4608185,4608631,"rimI"
4608646,4609323,"yjjG"
4609414,4611003,"prfC"
4611396,4612001,"osmY"
4612128,4612289,"ytjA"
4612411,4613484,"yjjU"
4613481,4614260,"yjjV"
4614680,4615543,"yjjW"
4615515,4617065,"yjjI"
4617323,4618102,"deoC"
4618229,4619551,"deoA"
4619603,4620826,"deoB"
4620883,4621602,"deoD"
4621769,4623100,"yjjJ"
4623101,4624117,"lplA"
4624145,4624789,"ytjB"
4624895,4625863,"serB"
4625912,4627294,"radA"
4627315,4628547,"nadR"
4628855,4630522,"ettA"
4630733,4632670,"slt"
4632760,4633086,"trpR"
4633233,4633745,"yjjX"
4633797,4634444,"ytjC"
4634441,4635310,"rob"
4635521,4635994,"creA"
4636007,4636696,"creB"
4636696,4638120,"creC"
4638178,4639530,"creD"
4639590,4640306,"arcA"
4640402,4640542,"yjjY"
4640942,4641628,"yjtD"
